Date,Type,Rank,Symbol,Company Name,Quant,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
2023-08-01,top_rated_overall,16,HST,"Host Hotels & Resorts, Inc.",4.9,4,3.94,13.12B,2.81%,B-,A-,A,B+,A+
2023-08-01,top_rated_overall,17,PCRFY,Panasonic Holdings Corporation,4.89,4,4,28.08B,1.76%,B,A,A-,A,A
2023-08-01,top_rated_overall,18,CPA,"Copa Holdings, S.A.",4.88,4.33,4.57,4.69B,1.38%,A-,A+,B,A,B+
2023-08-01,top_rated_overall,19,SSREY,Swiss Re AG,4.88,4,4,31.05B,5.91%,A,A+,A-,A-,A
2023-08-01,top_rated_overall,20,RCMT,"RCM Technologies, Inc.",4.87,5,5,163.98M,-,A-,A-,A-,A,B+
2023-08-01,top_rated_overall,21,SIEGY,Siemens Aktiengesellschaft,4.86,3.66,4.5,128.45B,2.69%,B-,A-,A+,B+,A-
2023-08-01,top_rated_overall,22,CX,"CEMEX, S.A.B. de C.V.",4.86,4,3.72,11.13B,-,B,B+,B+,A+,A-
2023-08-01,top_rated_overall,23,GSM,Ferroglobe PLC,4.85,4.33,5,948.41M,-,A+,A,A,B-,A
2023-08-01,top_rated_overall,24,ARCT,Arcturus Therapeutics Holdings Inc.,4.85,4,4.25,912.17M,-,B+,A-,A,A+,B+
2023-08-01,top_rated_overall,25,ICAGY,International Consolidated Airlines Group S.A.,4.85,4,5,10.44B,-,A+,B+,A+,B+,A+
2023-08-01,top_rated_overall,26,TEX,Terex Corporation,4.84,4,3.76,3.89B,0.98%,B,B+,B,A,A
2023-08-01,top_rated_overall,27,STNE,StoneCo Ltd.,4.84,4,3.52,4.32B,-,A,A+,B,A,A-
2023-08-01,top_rated_overall,28,IDCC,"InterDigital, Inc.",4.82,4,4.75,2.45B,1.53%,B-,B,B+,A,A-
2023-08-01,top_rated_overall,29,MFIC,MidCap Financial Investment Corporation,4.81,4.5,3.5,894.07M,10.61%,A+,A-,A,A-,A-
2023-08-01,top_rated_overall,30,FINV,FinVolution Group,4.8,4,4.62,1.60B,3.76%,A+,B,A-,A,B
2023-08-01,top_rated_overall,31,VEOEY,Veolia Environnement SA,4.78,4,5,23.03B,6.83%,A+,B+,A,A,A+
2023-08-01,top_rated_overall,32,RYAAY,Ryanair Holdings plc,4.78,4.66,5,19.86B,-,A-,A,A+,B,A
2023-08-01,top_rated_overall,33,MCFT,"MasterCraft Boat Holdings, Inc.",4.78,4,3.83,530.46M,-,A+,B,A,B,A
2023-08-01,top_rated_overall,34,KB,KB Financial Group Inc.,4.73,4,5,15.19B,4.56%,A-,B-,A,B-,A-
2023-08-01,top_rated_overall,35,KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",4.72,4,3.72,17.85B,-,B,B-,B+,A-,A+
2023-08-01,top_rated_overall,36,AIG,"American International Group, Inc.",4.72,4.5,3.81,43.54B,2.19%,B-,A-,A-,B,B+
2023-08-01,top_rated_overall,37,EG,"Everest Group, Ltd.",4.71,4,4.33,15.59B,1.84%,B-,A+,A-,B,A-
2023-08-01,top_rated_overall,38,OBDC,Blue Owl Capital Corporation,4.7,3.83,4.33,5.51B,9.20%,A,B+,A,B+,A-
2023-08-01,top_rated_overall,39,ROCK,"Gibraltar Industries, Inc.",4.7,4,4.66,1.93B,-,B-,B,B-,A-,A+
2023-08-01,top_rated_overall,40,ACDVF,Air Canada,4.69,4,4.06,6.61B,-,B+,B,A-,B+,A+
2023-08-01,top_rated_overall,41,SERA,"Sera Prognostics, Inc.",4.68,4,4.33,87.57M,-,B,A-,B,A,A-
2023-08-01,top_rated_overall,42,PGTI,"PGT Innovations, Inc.",4.66,3.5,4.5,1.65B,-,B,B-,B,B+,A-
2023-08-01,top_rated_overall,43,ALKS,Alkermes plc,4.64,4,3.8,4.79B,-,B,A+,A,B+,A
2023-08-01,top_rated_overall,44,FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",4.63,4,4,37.33B,1.67%,B-,A-,A-,A+,B-
2023-08-01,top_rated_overall,45,VYGR,"Voyager Therapeutics, Inc.",4.63,4,4.25,395.30M,-,A+,A+,A,A,B-
2023-08-01,top_rated_overall,46,PARR,"Par Pacific Holdings, Inc.",4.62,4,3.71,1.90B,-,A-,B+,B-,A,B
2023-08-01,top_rated_overall,47,BAESY,BAE Systems plc,4.62,3.5,3.5,36.28B,2.73%,B-,A-,A,B-,A-
2023-08-01,top_rated_overall,48,SURG,"SurgePays, Inc.",4.6,4,4.5,84.89M,-,B+,A,B+,B+,A+
2023-08-01,top_rated_overall,49,PNT,POINT Biopharma Global Inc.,4.59,4,4.81,961.81M,-,A,A,A+,B+,B+
2023-08-01,top_rated_overall,50,FLEX,Flex Ltd.,4.59,4.25,4.37,11.97B,-,A,B-,B,A-,B-
2023-08-01,top_rated_overall,51,MGA,Magna International Inc.,4.58,4,3.84,18.24B,2.85%,B+,A-,B,B-,B+
2023-08-01,top_rated_overall,52,CEIX,CONSOL Energy Inc.,4.58,4.33,5,2.45B,4.51%,A-,A+,B,A-,B+
2023-08-01,top_rated_overall,53,CIVI,"Civitas Resources, Inc.",4.54,4.2,4.5,5.95B,2.66%,A,A-,A-,B+,B+
2023-08-01,top_rated_overall,54,VLO,Valero Energy Corporation,4.52,3.6,4.14,45.58B,3.10%,B,B+,A,B-,B
2023-08-01,top_rated_overall,55,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",4.51,4,4,4.36B,4.19%,B,B+,A,A-,B
2023-08-01,top_rated_overall,56,INSW,"International Seaways, Inc.",4.47,4.5,4.85,2.05B,1.15%,B,A+,B-,A-,B+
2023-08-01,top_rated_overall,57,EQT,EQT Corporation,4.3,4.25,4.04,15.29B,1.42%,B-,B+,A-,B+,B-
2023-08-01,top_rated_overall,58,FTAI,FTAI Aviation Ltd.,4.26,4,4.7,3.20B,3.84%,B-,A,A+,A,B-
2023-08-01,top_rated_overall,59,NMIH,"NMI Holdings, Inc.",4.22,4.5,4,2.24B,-,B,B,B,A,B
2023-08-01,top_rated_overall,60,ALV,"Autoliv, Inc.",4.21,4,3.76,8.57B,2.61%,B-,A-,B,B,B
2023-08-01,top_rated_overall,61,MOH,"Molina Healthcare, Inc.",4.2,4,3.68,17.58B,-,B+,B-,A,B-,B+
2023-08-01,top_rated_overall,62,SCM,Stellus Capital Investment Corporation,4.16,3.5,3.57,313.99M,9.20%,A,A-,A-,B,B
2023-08-01,top_rated_overall,63,CGBD,Carlyle Secured Lending Inc.,4.12,4,3.66,804.08M,9.98%,A+,B,A,B+,B-
2023-08-01,top_rated_overall,64,CSWC,Capital Southwest,4.11,4.25,4,801.56M,9.94%,A,A-,A-,B+,B
2023-08-01,top_rated_overall,65,OI,"O-I Glass, Inc.",4.1,4,4.09,3.61B,-,B+,B+,B-,A,B+
2023-08-01,top_rated_overall,66,TSLX,"Sixth Street Specialty Lending, Inc.",4.05,3.75,4.25,1.62B,4.63%,B+,B,A-,B-,B
2023-08-01,top_dividend,1,IIPR,"Innovative Industrial Properties, Inc.",4.96,3.71,3.85,2.15B,9.38%,A,A+,A+,C-,B+
2023-08-01,top_dividend,2,AVGO,Broadcom Inc.,4.93,3.63,4.27,371.33B,1.99%,D+,B-,A+,A,B
2023-08-01,top_dividend,3,EPRT,"Essential Properties Realty Trust, Inc.",4.93,4.16,4.4,3.84B,4.49%,B-,A,A+,B+,A+
2023-08-01,top_dividend,4,CMCSA,Comcast Corporation,4.88,3.77,3.96,186.58B,2.48%,C,C-,A+,A-,B
2023-08-01,top_dividend,5,TEX,Terex Corporation,4.84,4,3.76,3.89B,0.98%,B,B+,B,A,A
2023-08-01,top_dividend,6,UNM,Unum Group,4.81,4,3.69,9.62B,2.77%,B-,C+,B+,A,A
2023-08-01,top_dividend,7,DE,Deere & Company,4.8,3.4,4.18,125.23B,1.13%,D,B+,A+,C+,A
2023-08-01,top_dividend,8,RYI,Ryerson Holding Corporation,4.72,4,3,1.49B,1.58%,B+,C,B+,A-,A
2023-08-01,top_dividend,9,MLI,"Mueller Industries, Inc.",4.71,3,5,4.62B,1.35%,A-,B-,A,B+,A
2023-08-01,top_dividend,10,REG,Regency Centers Corporation,4.7,3.25,3.82,11.11B,3.97%,C-,C,B+,B+,A+
2023-08-01,top_dividend,11,AVT,"Avnet, Inc.",4.69,4,2.71,4.37B,2.43%,A,C-,C,B-,A
2023-08-01,top_dividend,12,ALSN,"Allison Transmission Holdings, Inc.",4.69,3.5,3.36,5.27B,1.50%,C+,C-,A,A-,B+
2023-08-01,top_dividend,13,TKR,The Timken Company,4.68,3,4.2,6.63B,1.38%,C,C+,B,B+,A
2023-08-01,top_dividend,14,CI,The Cigna Group,4.66,4.25,4.04,86.42B,1.61%,C+,C+,A+,B,B+
2023-08-01,top_dividend,15,AGM,Federal Agricultural Mortgage Corporation,4.65,4,5,1.70B,2.56%,D,C-,B+,A,A-
2023-08-01,top_dividend,16,AGCO,AGCO Corporation,4.64,3.75,3.94,9.92B,0.76%,B+,B-,B+,C,A+
2023-08-01,top_dividend,17,MDLZ,"Mondelez International, Inc.",4.63,3.5,4.22,102.09B,2.05%,D,C+,A,B+,A-
2023-08-01,top_dividend,18,APOG,"Apogee Enterprises, Inc.",4.59,3,3.2,1.05B,1.98%,B,A+,B,C+,A+
2023-08-01,top_dividend,19,CMI,Cummins Inc.,4.58,3.66,3.58,36.63B,2.43%,C+,C,A-,C+,B+
2023-08-01,top_dividend,20,INGR,Ingredion Incorporated,4.58,3,3.83,7.29B,2.57%,B-,B,C+,A-,A-
2023-08-01,top_dividend,21,GPK,Graphic Packaging Holding Company,4.55,4,4.38,7.47B,1.54%,C,A-,B+,C+,A
2023-08-01,top_dividend,22,CAT,Caterpillar Inc.,4.55,3.9,3.48,134.21B,1.88%,D+,C+,A+,B,B-
2023-08-01,top_dividend,23,GEF,"Greif, Inc.",4.55,4,3.5,3.57B,2.71%,B-,C-,B+,B,A
2023-08-01,top_dividend,24,BCO,The Brink's Company,4.54,3,4.5,3.33B,1.17%,C,B-,C+,B,A-
2023-08-01,top_dividend,25,MCK,McKesson Corporation,4.53,3.5,4.26,54.60B,0.54%,B-,C,A+,B+,B+
2023-08-01,top_dividend,26,GRC,The Gorman-Rupp Company,4.5,4,5,802.45M,2.26%,C,B+,C,B-,A-
2023-08-01,top_dividend,27,ELV,"Elevance Health, Inc.",4.5,4,4.52,110.06B,1.18%,D+,B-,A+,B-,B+
2023-08-01,top_dividend,28,PSA,Public Storage,4.5,4,4.07,49.64B,3.55%,D+,B,A+,C-,B+
2023-08-01,top_growth,1,SMCI,"Super Micro Computer, Inc.",4.99,3.55,3.87,17.56B,-,D,A+,A,A+,B
2023-08-01,top_growth,2,LI,Li Auto Inc.,4.99,3.5,4.58,41.86B,-,A-,A+,A-,A+,A-
2023-08-01,top_growth,3,GRBK,"Green Brick Partners, Inc.",4.98,3.8,3,2.56B,-,A,A+,A-,A+,A+
2023-08-01,top_growth,4,LTMAY,LATAM Airlines Group S.A.,4.98,1,3.5,5.54B,-,A-,A+,D,A+,A-
2023-08-01,top_growth,5,UNCRY,UniCredit S.p.A.,4.97,3.83,5,44.89B,4.39%,A,A+,A+,A+,A
2023-08-01,top_growth,6,IIPR,"Innovative Industrial Properties, Inc.",4.96,3.71,3.85,2.15B,9.38%,A,A+,A+,C-,B+
2023-08-01,top_growth,7,CAAP,Corporación América Airports S.A.,4.96,4.5,3,2.21B,-,B+,A+,B+,A+,A+
2023-08-01,top_growth,8,PLTR,Palantir Technologies Inc.,4.95,3.35,2.76,37.73B,-,D,A+,B,A+,B-
2023-08-01,top_growth,9,COCO,"The Vita Coco Company, Inc.",4.95,3.66,4.5,1.49B,-,D+,A+,B-,A+,A
2023-08-01,top_growth,10,ANF,Abercrombie & Fitch Co.,4.95,3,3.44,2.00B,-,C+,A,C,A+,A+
2023-08-01,top_growth,11,AAL,American Airlines Group Inc.,4.95,4.42,3.19,10.97B,-,A+,A+,A,B,B+
2023-08-01,top_growth,12,MNSO,MINISO Group Holding Limited,4.95,4,4.8,6.63B,-,D+,A+,B+,A+,A-
2023-08-01,top_growth,13,UAL,"United Airlines Holdings, Inc.",4.94,4.25,3.9,17.77B,-,A+,A+,A+,B+,B+
2023-08-01,top_growth,14,ISNPY,Intesa Sanpaolo S.p.A.,4.94,4.2,5,50.50B,6.05%,A+,A+,A+,A,A
2023-08-01,top_growth,15,OPRA,Opera Limited,4.94,3.9,5,1.59B,2.27%,C,A+,A-,A+,C+
2023-08-01,top_growth,16,GOTU,Gaotu Techedu Inc.,4.93,4,4,1.15B,-,C-,A+,C-,A+,A+
2023-08-01,top_growth,17,EPRT,"Essential Properties Realty Trust, Inc.",4.93,4.16,4.4,3.84B,4.49%,B-,A,A+,B+,A+
2023-08-01,top_growth,18,WFRD,Weatherford International plc,4.92,4,4.5,5.99B,-,C+,A,C,A+,A
2023-08-01,top_growth,19,TNK,Teekay Tankers Ltd.,4.92,3,4.5,1.44B,0.59%,B-,A+,B-,A,A+
2023-08-01,top_growth,20,DAL,"Delta Air Lines, Inc.",4.92,4.4,4.6,29.28B,0.22%,A-,A,A+,A-,A-
2023-08-01,top_growth,21,TM,Toyota Motor Corporation,4.92,3.42,3.5,221.81B,2.55%,C+,A+,A+,B,A+
2023-08-01,top_growth,22,RYCEY,Rolls-Royce Holdings plc,4.92,3,4,20.89B,-,C+,A+,A,A+,B-
2023-08-01,top_growth,23,GENI,Genius Sports Limited,4.91,4,4.6,1.56B,-,D,A+,D,A+,B
2023-08-01,top_growth,24,DHI,"D.R. Horton, Inc.",4.91,3.33,3.9,43.15B,0.76%,B,A,A,A,A+
2023-08-01,top_growth,25,FUJHY,Subaru Corporation,4.91,4,3,14.09B,2.90%,A+,A,B+,B,A
2023-08-01,top_growth,26,AEHR,Aehr Test Systems,4.91,3.75,5,1.42B,-,C-,A,B,A+,B-
2023-08-01,top_growth,27,PCRFY,Panasonic Holdings Corporation,4.89,4,4,28.08B,1.76%,B,A,A-,A,A
2023-08-01,top_growth,28,GBX,"The Greenbrier Companies, Inc.",4.89,3,3.83,1.38B,2.48%,B+,A,C-,A+,A
2023-08-01,top_growth,29,PAM,Pampa Energía S.A.,4.89,,3.44,4.50B,-,A+,A+,B,A+,A
2023-08-01,top_growth,30,CPA,"Copa Holdings, S.A.",4.88,4.33,4.57,4.69B,1.38%,A-,A+,B,A,B+
2023-08-01,top_growth,31,NE,Noble Corporation Plc,4.88,3.5,4.77,7.12B,-,D,A,D+,A+,A
2023-08-01,top_growth,32,ENIC,Enel Chile S.A.,4.88,4.25,3.66,4.80B,9.80%,A+,A+,A,A+,C+
2023-08-01,top_growth,33,AFLYY,Air France-KLM SA,4.88,3.66,2,4.39B,-,A+,A,A+,C+,B+
2023-08-01,top_growth,34,SSREY,Swiss Re AG,4.88,4,4,31.05B,5.91%,A,A+,A-,A-,A
2023-08-01,top_growth,35,TCOM,Trip.com Group Limited,4.87,4,4.68,25.56B,-,C,A+,C+,A-,A
2023-08-01,top_growth,36,EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,4.87,,2.5,1.35B,-,A,A,D+,A+,C
2023-08-01,top_growth,37,ALGT,Allegiant Travel Company,4.86,3.5,3.41,2.19B,-,A,A+,D+,A-,A+
2023-08-01,top_growth,38,NCLH,Norwegian Cruise Line Holdings Ltd.,4.86,4.33,3.78,9.14B,-,D,A,D+,A+,B+
2023-08-01,top_growth,39,TMUS,"T-Mobile US, Inc.",4.86,3.4,4.48,165.73B,-,C+,A,A+,C,A-
2023-08-01,top_growth,40,YEXT,"Yext, Inc.",4.86,4,3.2,1.14B,-,C+,A+,C,A,A+
2023-08-01,top_growth,41,BKNG,Booking Holdings Inc.,4.86,3.5,3.91,111.25B,-,D+,A,A+,A-,A-
2023-08-01,top_growth,42,DLAKY,Deutsche Lufthansa AG,4.85,3,3,11.90B,-,A,A+,A,B-,A-
2023-08-01,top_growth,43,STNE,StoneCo Ltd.,4.84,4,3.52,4.32B,-,A,A+,B,A,A-
2023-08-01,top_growth,44,FROG,JFrog Ltd.,4.83,4,4.23,3.02B,-,C-,A+,C+,A-,A-
2023-08-01,top_growth,45,ACGL,Arch Capital Group Ltd.,4.83,4,4.16,28.64B,-,D+,A,A,A,A+
2023-08-01,top_growth,46,SHO,"Sunstone Hotel Investors, Inc.",4.83,4,2.53,2.08B,1.99%,C,A+,B,C+,A+
2023-08-01,top_growth,47,AEL,American Equity Investment Life Holding Company,4.81,3,3,4.17B,0.67%,B-,A,C,A,A
2023-08-01,top_growth,48,KRG,Kite Realty Group Trust,4.8,3.5,3.83,5.08B,3.15%,D+,A,B-,A,A+
2023-08-01,top_growth,49,COTY,Coty Inc.,4.78,4,3.73,10.22B,-,D,A,C+,A+,A+
2023-08-01,top_growth,50,RYAAY,Ryanair Holdings plc,4.78,4.66,5,19.86B,-,A-,A,A+,B,A
2023-08-01,top_growth,51,PDD,PDD Holdings Inc.,4.77,3.71,4.66,118.71B,-,D+,A,A+,A-,B+
2023-08-01,top_growth,52,PDYPY,Flutter Entertainment plc,4.77,4,5,34.90B,-,D,A+,A-,A,A-
2023-08-01,top_growth,53,SPLK,Splunk Inc.,4.76,4,4,17.29B,-,C,A+,A-,B-,A+
2023-08-01,top_growth,54,PFGC,Performance Food Group Company,4.75,4,4.3,9.47B,-,A-,A+,C,B-,A-
2023-08-01,top_growth,55,KNSA,"Kiniksa Pharmaceuticals, Ltd.",4.75,3.66,4.6,1.32B,-,D+,A,A+,A+,B
2023-08-01,top_growth,56,PERI,Perion Network Ltd.,4.75,4.22,4.2,1.66B,-,C+,A,B+,A,A+
2023-08-01,top_growth,57,DICE,"DICE Therapeutics, Inc.",4.73,3,3,2.25B,-,B-,A,B,A+,B
2023-08-01,top_growth,58,ZUO,"Zuora, Inc.",4.73,3.66,4.12,1.50B,-,D,A,C,A-,A+
2023-08-01,top_growth,59,SAFRY,Safran SA,4.72,3,5,69.68B,0.88%,D+,A,A,A-,B+
2023-08-01,top_growth,60,EG,"Everest Group, Ltd.",4.71,4,4.33,15.59B,1.84%,B-,A+,A-,B,A-
2023-08-01,top_growth,61,CRWD,"CrowdStrike Holdings, Inc.",4.71,3.82,4.51,36.89B,-,D,A+,A-,B,B+
2023-08-01,top_growth,62,FMS,Fresenius Medical Care AG & Co. KGaA,4.7,3.5,2.75,15.33B,2.30%,B-,A+,A,A,B+
2023-08-01,top_growth,63,CXM,"Sprinklr, Inc.",4.68,4,3.84,3.64B,-,D+,A+,C+,B+,B+
2023-08-01,top_growth,64,LNTH,"Lantheus Holdings, Inc.",4.67,4,4.71,6.01B,-,D,A+,B+,A-,A+
2023-08-01,top_growth,65,KEX,Kirby Corporation,4.67,3,5,4.86B,-,C+,A,C,B,A-
2023-08-01,top_growth,66,APP,AppLovin Corporation,4.66,3.66,4,10.88B,-,C-,A,A-,A+,C-
2023-08-01,top_growth,67,RNG,"RingCentral, Inc.",4.66,3,4.17,3.86B,-,B,A,D+,B-,A
2023-08-01,top_growth,68,PHG,Koninklijke Philips N.V.,4.65,4,3.33,19.29B,-,B,A,A-,A-,A-
2023-08-01,top_growth,69,ALKS,Alkermes plc,4.64,4,3.8,4.79B,-,B,A+,A,B+,A
2023-08-01,top_growth,70,TBLA,Taboola.com Ltd.,4.64,3.5,4.28,1.19B,-,B-,A+,C,A,A-
2023-08-01,top_growth,71,INTR,"Inter & Co, Inc.",4.6,4,3.33,1.51B,-,D+,A+,C,A+,C+
2023-08-01,top_growth,72,WNC,Wabash National Corporation,4.6,5,4,1.10B,1.37%,A-,A+,B+,C,A-
2023-08-01,top_growth,73,USFD,US Foods Holding Corp.,4.6,3,4.21,10.60B,-,A,A+,B-,A,B
2023-08-01,top_growth,74,BILL,"BILL Holdings, Inc.",4.59,3.5,4,13.24B,-,D,A,C-,B,A+
2023-08-01,top_growth,75,APOG,"Apogee Enterprises, Inc.",4.59,3,3.2,1.05B,1.98%,B,A+,B,C+,A+
2023-08-01,top_growth,76,CEIX,CONSOL Energy Inc.,4.58,4.33,5,2.45B,4.51%,A-,A+,B,A-,B+
2023-08-01,top_growth,77,SNCY,"Sun Country Airlines Holdings, Inc.",4.58,4.5,4.12,1.20B,-,A,A+,D+,B-,B
2023-08-01,top_growth,78,RGA,"Reinsurance Group of America, Incorporated",4.57,3,4.07,9.42B,2.26%,C,A+,C+,C+,A-
2023-08-01,top_growth,79,PCVX,"Vaxcyte, Inc.",4.56,4,5,4.38B,-,B-,A,C+,A-,A-
2023-08-01,top_growth,80,MAXN,"Maxeon Solar Technologies, Ltd.",4.56,4,4.28,1.30B,-,B-,A+,D+,B,A-
2023-08-01,top_growth,81,TWLO,Twilio Inc.,4.56,3.27,3.57,11.78B,-,B,A+,C-,C,B+
2023-08-01,top_growth,82,ITUB,Itaú Unibanco Holding S.A.,4.55,4,3.77,55.13B,3.26%,C+,A,A+,A-,B-
2023-08-01,top_growth,83,YMM,Full Truck Alliance Co. Ltd.,4.55,3,4.54,8.05B,-,D+,A+,D,C+,A+
2023-08-01,top_growth,84,SYF,Synchrony Financial,4.54,3.5,3.47,14.46B,2.72%,B+,A,A+,B-,B+
2023-08-01,top_growth,85,TAC,TransAlta Corporation,4.53,4.5,4.18,2.63B,1.60%,C,A+,B-,B+,A+
2023-08-01,top_growth,86,APO,"Apollo Global Management, Inc.",4.51,4,4.06,46.42B,1.99%,D,A,A,A+,B
2023-08-01,top_growth,87,RNR,RenaissanceRe Holdings Ltd.,4.49,,4,9.71B,0.79%,C+,A+,D,B,A
2023-08-01,top_growth,88,FUTU,Futu Holdings Limited,4.48,4,4,8.20B,-,C+,A+,C+,A+,B+
2023-08-01,top_growth,89,ANGI,Angi Inc.,4.48,3.5,4.08,1.97B,-,D+,A,D+,A+,A-
2023-08-01,top_growth,90,INSW,"International Seaways, Inc.",4.47,4.5,4.85,2.05B,1.15%,B,A+,B-,A-,B+
2023-08-01,top_growth,91,FSLR,"First Solar, Inc.",4.47,3.4,3.81,22.26B,-,C,A,D+,A,C+
2023-08-01,top_growth,92,ETNB,"89bio, Inc.",4.46,4,4.77,1.16B,-,B-,A+,C+,A+,B-
2023-08-01,top_growth,93,EB,"Eventbrite, Inc.",4.45,4,4,1.16B,-,D,A+,C-,A+,B
2023-08-01,top_growth,94,ASAN,"Asana, Inc.",4.45,3.33,3.33,5.06B,-,D,A,D,A-,B
2023-08-01,top_growth,95,CNK,"Cinemark Holdings, Inc.",4.44,3.5,3.81,1.97B,-,D+,A,C-,A-,A+
2023-08-01,top_growth,96,PATH,UiPath Inc.,4.42,3.6,3.71,9.78B,-,D,A,C+,B,B+
2023-08-01,top_growth,97,ALK,"Alaska Air Group, Inc.",4.41,4.4,4.57,6.13B,-,A-,A,C-,C,B+
2023-08-01,top_growth,98,GTLB,GitLab Inc.,4.41,3.37,4.06,7.34B,-,D+,A,C-,B-,A+
2023-08-01,top_growth,99,EXPE,"Expedia Group, Inc.",4.41,3.4,3.72,17.79B,-,C,A+,A,B,B
2023-08-01,top_growth,100,AXSM,"Axsome Therapeutics, Inc.",4.4,4,4.33,3.43B,-,D+,A+,C+,A,B
2023-08-01,top_quant,1,META,"Meta Platforms, Inc.",4.99,3.41,4.38,837.51B,-,D+,B+,A+,A+,A-
2023-08-01,top_quant,2,PKX,POSCO Holdings Inc.,4.99,4,5,36.86B,1.01%,C,B,A+,A+,A+
2023-08-01,top_quant,3,CIR,"CIRCOR International, Inc.",4.99,4,3,1.13B,-,C,B+,C,A+,A
2023-08-01,top_quant,4,MMMB,"MamaMancini's Holdings, Inc.",4.99,4,4,128.34M,-,C-,A+,B+,A+,A+
2023-08-01,top_quant,5,AKBA,"Akebia Therapeutics, Inc.",4.99,5,3.5,293.77M,-,B,C-,B,A+,A
2023-08-01,top_quant,6,SMCI,"Super Micro Computer, Inc.",4.99,3.55,3.87,17.56B,-,D,A+,A,A+,B
2023-08-01,top_quant,7,LI,Li Auto Inc.,4.99,3.5,4.58,41.86B,-,A-,A+,A-,A+,A-
2023-08-01,top_quant,8,WEAV,"Weave Communications, Inc.",4.98,3.5,3.87,775.30M,-,B-,C-,C-,A+,A
2023-08-01,top_quant,9,LMB,"Limbach Holdings, Inc.",4.98,4.66,4.5,273.58M,-,B+,B,B-,A+,B+
2023-08-01,top_quant,10,DMAC,DiaMedica Therapeutics Inc.,4.98,,5,126.36M,-,B-,A-,C,A+,A
2023-08-01,top_quant,11,GRBK,"Green Brick Partners, Inc.",4.98,3.8,3,2.56B,-,A,A+,A-,A+,A+
2023-08-01,top_quant,12,WKSP,Worksport Ltd.,4.98,3,4,62.30M,-,C-,A,A+,A+,A
2023-08-01,top_quant,13,ACLS,"Axcelis Technologies, Inc.",4.98,3.75,4.66,6.31B,-,D+,A-,A,A+,A-
2023-08-01,top_quant,14,LTMAY,LATAM Airlines Group S.A.,4.98,1,3.5,5.54B,-,A-,A+,D,A+,A-
2023-08-01,top_quant,15,RMTI,"Rockwell Medical, Inc.",4.98,3.66,4,101.99M,-,B,A,B,A+,A+
2023-08-01,top_quant,16,RCL,Royal Caribbean Cruises Ltd.,4.97,3.25,4.19,27.81B,-,D,A-,A,A+,A+
2023-08-01,top_quant,17,UNCRY,UniCredit S.p.A.,4.97,3.83,5,44.89B,4.39%,A,A+,A+,A+,A
2023-08-01,top_quant,18,PPSI,"Pioneer Power Solutions, Inc.",4.97,2.5,4,74.33M,-,B-,B+,D,A+,A+
